Font,Color Combination,Lens,Distance to Screen,Screen Brightness,Horizontal Angle,Vertical Angle,Exposure Time,Gain,Size,Unprocessed Accuracy,Processed Accuracy
2,0,daheng_12mm,150,50,45,45,500,15,Big,0.43333333333333335,0.03333333333333333
2,0,daheng_12mm,150,50,45,45,500,15,Medium,0.0,0.0
2,0,daheng_12mm,150,50,45,45,500,15,Small,0.0,0.0
2,1,daheng_12mm,150,50,45,45,500,15,Big,0.8,0.6666666666666666
2,1,daheng_12mm,150,50,45,45,500,15,Medium,0.0,0.0
2,1,daheng_12mm,150,50,45,45,500,15,Small,0.0,0.0
2,2,daheng_12mm,150,50,45,45,500,15,Big,0.0,0.26666666666666666
2,2,daheng_12mm,150,50,45,45,500,15,Medium,0.0,0.0
2,2,daheng_12mm,150,50,45,45,500,15,Small,0.0,0.0
2,3,daheng_12mm,150,50,45,45,500,15,Big,0.7666666666666667,0.9
2,3,daheng_12mm,150,50,45,45,500,15,Medium,0.03333333333333333,0.0
2,3,daheng_12mm,150,50,45,45,500,15,Small,0.0,0.0
0,0,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
0,0,daheng_12mm,75,100,0,0,100,5,Medium,1.0,0.9333333333333333
0,0,daheng_12mm,75,100,0,0,100,5,Small,0.8333333333333334,0.0
0,1,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
0,1,daheng_12mm,75,100,0,0,100,5,Medium,1.0,1.0
0,1,daheng_12mm,75,100,0,0,100,5,Small,0.03333333333333333,0.0
0,2,daheng_12mm,75,100,0,0,100,5,Big,0.0,1.0
0,2,daheng_12mm,75,100,0,0,100,5,Medium,0.0,1.0
0,2,daheng_12mm,75,100,0,0,100,5,Small,0.0,0.43333333333333335
0,3,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
0,3,daheng_12mm,75,100,0,0,100,5,Medium,1.0,1.0
0,3,daheng_12mm,75,100,0,0,100,5,Small,0.5666666666666667,0.8333333333333334
1,0,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
1,0,daheng_12mm,75,100,0,0,100,5,Medium,1.0,1.0
1,0,daheng_12mm,75,100,0,0,100,5,Small,0.9333333333333333,0.3
1,1,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
1,1,daheng_12mm,75,100,0,0,100,5,Medium,1.0,1.0
1,1,daheng_12mm,75,100,0,0,100,5,Small,0.03333333333333333,0.6333333333333333
1,2,daheng_12mm,75,100,0,0,100,5,Big,0.0,1.0
1,2,daheng_12mm,75,100,0,0,100,5,Medium,0.0,1.0
1,2,daheng_12mm,75,100,0,0,100,5,Small,0.0,0.2
1,3,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
1,3,daheng_12mm,75,100,0,0,100,5,Medium,0.7333333333333333,1.0
1,3,daheng_12mm,75,100,0,0,100,5,Small,0.7666666666666667,0.9333333333333333
2,0,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
2,0,daheng_12mm,75,100,0,0,100,5,Medium,1.0,1.0
2,0,daheng_12mm,75,100,0,0,100,5,Small,0.8666666666666667,0.2
2,1,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
2,1,daheng_12mm,75,100,0,0,100,5,Medium,1.0,1.0
2,1,daheng_12mm,75,100,0,0,100,5,Small,0.7666666666666667,0.9
2,2,daheng_12mm,75,100,0,0,100,5,Big,0.0,1.0
2,2,daheng_12mm,75,100,0,0,100,5,Medium,0.0,1.0
2,2,daheng_12mm,75,100,0,0,100,5,Small,0.0,0.43333333333333335
2,3,daheng_12mm,75,100,0,0,100,5,Big,1.0,1.0
2,3,daheng_12mm,75,100,0,0,100,5,Medium,1.0,1.0
2,3,daheng_12mm,75,100,0,0,100,5,Small,0.26666666666666666,0.2
0,0,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
0,0,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
0,0,daheng_12mm,75,100,0,0,100,10,Small,0.8333333333333334,0.0
0,1,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
0,1,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
0,1,daheng_12mm,75,100,0,0,100,10,Small,0.0,0.0
0,2,daheng_12mm,75,100,0,0,100,10,Big,0.0,1.0
0,2,daheng_12mm,75,100,0,0,100,10,Medium,0.0,1.0
0,2,daheng_12mm,75,100,0,0,100,10,Small,0.0,0.0
0,3,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
0,3,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
0,3,daheng_12mm,75,100,0,0,100,10,Small,0.5666666666666667,0.6333333333333333
1,0,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
1,0,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
1,0,daheng_12mm,75,100,0,0,100,10,Small,1.0,0.23333333333333334
1,1,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
1,1,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
1,1,daheng_12mm,75,100,0,0,100,10,Small,0.03333333333333333,0.36666666666666664
1,2,daheng_12mm,75,100,0,0,100,10,Big,0.0,1.0
1,2,daheng_12mm,75,100,0,0,100,10,Medium,0.0,1.0
1,2,daheng_12mm,75,100,0,0,100,10,Small,0.0,0.1
1,3,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
1,3,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
1,3,daheng_12mm,75,100,0,0,100,10,Small,0.9666666666666667,0.8
2,0,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
2,0,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
2,0,daheng_12mm,75,100,0,0,100,10,Small,1.0,0.26666666666666666
2,1,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
2,1,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
2,1,daheng_12mm,75,100,0,0,100,10,Small,1.0,1.0
2,2,daheng_12mm,75,100,0,0,100,10,Big,0.0,1.0
2,2,daheng_12mm,75,100,0,0,100,10,Medium,0.0,1.0
2,2,daheng_12mm,75,100,0,0,100,10,Small,0.0,0.03333333333333333
2,3,daheng_12mm,75,100,0,0,100,10,Big,1.0,1.0
2,3,daheng_12mm,75,100,0,0,100,10,Medium,1.0,1.0
2,3,daheng_12mm,75,100,0,0,100,10,Small,0.0,0.0
0,0,daheng_12mm,75,100,0,0,100,15,Big,1.0,1.0
0,0,daheng_12mm,75,100,0,0,100,15,Medium,1.0,0.0
0,0,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
0,1,daheng_12mm,75,100,0,0,100,15,Big,1.0,1.0
0,1,daheng_12mm,75,100,0,0,100,15,Medium,1.0,1.0
0,1,daheng_12mm,75,100,0,0,100,15,Small,0.16666666666666666,0.4
0,2,daheng_12mm,75,100,0,0,100,15,Big,0.0,0.9666666666666667
0,2,daheng_12mm,75,100,0,0,100,15,Medium,0.0,0.0
0,2,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
0,3,daheng_12mm,75,100,0,0,100,15,Big,1.0,0.6666666666666666
0,3,daheng_12mm,75,100,0,0,100,15,Medium,0.0,0.0
0,3,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
1,0,daheng_12mm,75,100,0,0,100,15,Big,1.0,1.0
1,0,daheng_12mm,75,100,0,0,100,15,Medium,1.0,1.0
1,0,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
1,1,daheng_12mm,75,100,0,0,100,15,Big,1.0,1.0
1,1,daheng_12mm,75,100,0,0,100,15,Medium,1.0,1.0
1,1,daheng_12mm,75,100,0,0,100,15,Small,0.06666666666666667,0.2
1,2,daheng_12mm,75,100,0,0,100,15,Big,0.0,1.0
1,2,daheng_12mm,75,100,0,0,100,15,Medium,0.0,0.9
1,2,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
1,3,daheng_12mm,75,100,0,0,100,15,Big,1.0,1.0
1,3,daheng_12mm,75,100,0,0,100,15,Medium,1.0,1.0
1,3,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
2,0,daheng_12mm,75,100,0,0,100,15,Big,0.9666666666666667,0.8
2,0,daheng_12mm,75,100,0,0,100,15,Medium,1.0,0.1
2,0,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
2,1,daheng_12mm,75,100,0,0,100,15,Big,1.0,1.0
2,1,daheng_12mm,75,100,0,0,100,15,Medium,1.0,1.0
2,1,daheng_12mm,75,100,0,0,100,15,Small,0.7333333333333333,1.0
2,2,daheng_12mm,75,100,0,0,100,15,Big,0.0,1.0
2,2,daheng_12mm,75,100,0,0,100,15,Medium,0.0,0.0
2,2,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
2,3,daheng_12mm,75,100,0,0,100,15,Big,1.0,1.0
2,3,daheng_12mm,75,100,0,0,100,15,Medium,0.2,0.13333333333333333
2,3,daheng_12mm,75,100,0,0,100,15,Small,0.0,0.0
0,0,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
0,0,daheng_12mm,75,100,0,0,250,5,Medium,1.0,1.0
0,0,daheng_12mm,75,100,0,0,250,5,Small,0.3333333333333333,0.0
0,1,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
0,1,daheng_12mm,75,100,0,0,250,5,Medium,1.0,1.0
0,1,daheng_12mm,75,100,0,0,250,5,Small,0.03333333333333333,0.23333333333333334
0,2,daheng_12mm,75,100,0,0,250,5,Big,0.0,1.0
0,2,daheng_12mm,75,100,0,0,250,5,Medium,0.0,0.06666666666666667
0,2,daheng_12mm,75,100,0,0,250,5,Small,0.0,0.0
0,3,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
0,3,daheng_12mm,75,100,0,0,250,5,Medium,0.2,0.2
0,3,daheng_12mm,75,100,0,0,250,5,Small,0.0,0.0
1,0,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
1,0,daheng_12mm,75,100,0,0,250,5,Medium,1.0,1.0
1,0,daheng_12mm,75,100,0,0,250,5,Small,0.2,0.2
1,1,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
1,1,daheng_12mm,75,100,0,0,250,5,Medium,1.0,1.0
1,1,daheng_12mm,75,100,0,0,250,5,Small,0.3,0.6
1,2,daheng_12mm,75,100,0,0,250,5,Big,0.0,1.0
1,2,daheng_12mm,75,100,0,0,250,5,Medium,0.0,1.0
1,2,daheng_12mm,75,100,0,0,250,5,Small,0.0,0.0
1,3,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
1,3,daheng_12mm,75,100,0,0,250,5,Medium,1.0,1.0
1,3,daheng_12mm,75,100,0,0,250,5,Small,0.0,0.0
2,0,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
2,0,daheng_12mm,75,100,0,0,250,5,Medium,1.0,1.0
2,0,daheng_12mm,75,100,0,0,250,5,Small,0.9666666666666667,0.03333333333333333
2,1,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
2,1,daheng_12mm,75,100,0,0,250,5,Medium,1.0,1.0
2,1,daheng_12mm,75,100,0,0,250,5,Small,0.8333333333333334,1.0
2,2,daheng_12mm,75,100,0,0,250,5,Big,0.0,1.0
2,2,daheng_12mm,75,100,0,0,250,5,Medium,0.0,0.06666666666666667
2,2,daheng_12mm,75,100,0,0,250,5,Small,0.0,0.0
2,3,daheng_12mm,75,100,0,0,250,5,Big,1.0,1.0
2,3,daheng_12mm,75,100,0,0,250,5,Medium,0.0,0.6
2,3,daheng_12mm,75,100,0,0,250,5,Small,0.0,0.0
0,0,daheng_12mm,75,100,0,0,250,10,Big,1.0,0.03333333333333333
0,0,daheng_12mm,75,100,0,0,250,10,Medium,0.0,0.0
0,0,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
0,1,daheng_12mm,75,100,0,0,250,10,Big,1.0,1.0
0,1,daheng_12mm,75,100,0,0,250,10,Medium,1.0,1.0
0,1,daheng_12mm,75,100,0,0,250,10,Small,1.0,1.0
0,2,daheng_12mm,75,100,0,0,250,10,Big,0.0,0.0
0,2,daheng_12mm,75,100,0,0,250,10,Medium,0.0,0.0
0,2,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
0,3,daheng_12mm,75,100,0,0,250,10,Big,0.0,0.0
0,3,daheng_12mm,75,100,0,0,250,10,Medium,0.0,0.0
0,3,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
1,0,daheng_12mm,75,100,0,0,250,10,Big,1.0,1.0
1,0,daheng_12mm,75,100,0,0,250,10,Medium,1.0,0.5666666666666667
1,0,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
1,1,daheng_12mm,75,100,0,0,250,10,Big,1.0,1.0
1,1,daheng_12mm,75,100,0,0,250,10,Medium,1.0,1.0
1,1,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.03333333333333333
1,2,daheng_12mm,75,100,0,0,250,10,Big,0.26666666666666666,0.03333333333333333
1,2,daheng_12mm,75,100,0,0,250,10,Medium,0.0,0.0
1,2,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
1,3,daheng_12mm,75,100,0,0,250,10,Big,0.9333333333333333,1.0
1,3,daheng_12mm,75,100,0,0,250,10,Medium,0.0,0.0
1,3,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
2,0,daheng_12mm,75,100,0,0,250,10,Big,0.1,0.0
2,0,daheng_12mm,75,100,0,0,250,10,Medium,0.0,0.0
2,0,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
2,1,daheng_12mm,75,100,0,0,250,10,Big,1.0,1.0
2,1,daheng_12mm,75,100,0,0,250,10,Medium,1.0,1.0
2,1,daheng_12mm,75,100,0,0,250,10,Small,0.9666666666666667,1.0
2,2,daheng_12mm,75,100,0,0,250,10,Big,0.0,0.0
2,2,daheng_12mm,75,100,0,0,250,10,Medium,0.0,0.0
2,2,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
2,3,daheng_12mm,75,100,0,0,250,10,Big,0.0,0.0
2,3,daheng_12mm,75,100,0,0,250,10,Medium,0.0,0.0
2,3,daheng_12mm,75,100,0,0,250,10,Small,0.0,0.0
0,0,daheng_12mm,75,100,0,0,250,15,Big,0.0,0.0
0,0,daheng_12mm,75,100,0,0,250,15,Medium,0.0,0.0
0,0,daheng_12mm,75,100,0,0,250,15,Small,0.0,0.0
0,1,daheng_12mm,75,100,0,0,250,15,Big,1.0,1.0
0,1,daheng_12mm,75,100,0,0,250,15,Medium,0.0,0.0
0,1,daheng_12mm,75,100,0,0,250,15,Small,0.6333333333333333,0.9666666666666667
0,2,daheng_12mm,75,100,0,0,250,15,Big,0.0,0.0
0,2,daheng_12mm,75,100,0,0,250,15,Medium,0.06666666666666667,0.0
0,2,daheng_12mm,75,100,0,0,250,15,Small,0.2,0.0
0,3,daheng_12mm,75,100,0,0,250,15,Big,0.2,0.0
0,3,daheng_12mm,75,100,0,0,250,15,Medium,0.1,0.0
0,3,daheng_12mm,75,100,0,0,250,15,Small,0.0,0.0
1,0,daheng_12mm,75,100,0,0,250,15,Big,0.0,0.0
1,0,daheng_12mm,75,100,0,0,250,15,Medium,0.0,0.0
1,0,daheng_12mm,75,100,0,0,250,15,Small,0.0,0.0
1,1,daheng_12mm,75,100,0,0,250,15,Big,1.0,1.0
1,1,daheng_12mm,75,100,0,0,250,15,Medium,0.0,0.0
1,1,daheng_12mm,75,100,0,0,250,15,Small,0.0,0.0
1,2,daheng_12mm,75,100,0,0,250,15,Big,0.03333333333333333,0.0
1,2,daheng_12mm,75,100,0,0,250,15,Medium,0.06666666666666667,0.0
1,2,daheng_12mm,75,100,0,0,250,15,Small,0.23333333333333334,0.0
1,3,daheng_12mm,75,100,0,0,250,15,Big,0.0,0.0
1,3,daheng_12mm,75,100,0,0,250,15,Medium,0.0,0.0
1,3,daheng_12mm,75,100,0,0,250,15,Small,0.0,0.0
2,0,daheng_12mm,75,100,0,0,250,15,Big,0.0,0.0
2,0,daheng_12mm,75,100,0,0,250,15,Medium,0.0,0.0
2,0,daheng_12mm,75,100,0,0,250,15,Small,0.0,0.0
2,1,daheng_12mm,75,100,0,0,250,15,Big,1.0,1.0
2,1,daheng_12mm,75,100,0,0,250,15,Medium,1.0,1.0
2,1,daheng_12mm,75,100,0,0,250,15,Small,0.9333333333333333,1.0
2,2,daheng_12mm,75,100,0,0,250,15,Big,0.13333333333333333,0.0
2,2,daheng_12mm,75,100,0,0,250,15,Medium,0.13333333333333333,0.0
2,2,daheng_12mm,75,100,0,0,250,15,Small,0.36666666666666664,0.0
2,3,daheng_12mm,75,100,0,0,250,15,Big,0.0,0.0
2,3,daheng_12mm,75,100,0,0,250,15,Medium,0.1,0.0
2,3,daheng_12mm,75,100,0,0,250,15,Small,0.0,0.0
0,0,daheng_12mm,75,100,0,0,500,5,Big,1.0,0.0
0,0,daheng_12mm,75,100,0,0,500,5,Medium,0.0,0.0
0,0,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
0,1,daheng_12mm,75,100,0,0,500,5,Big,1.0,1.0
0,1,daheng_12mm,75,100,0,0,500,5,Medium,1.0,1.0
0,1,daheng_12mm,75,100,0,0,500,5,Small,0.9333333333333333,1.0
0,2,daheng_12mm,75,100,0,0,500,5,Big,0.0,0.0
0,2,daheng_12mm,75,100,0,0,500,5,Medium,0.0,0.0
0,2,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
0,3,daheng_12mm,75,100,0,0,500,5,Big,0.0,0.0
0,3,daheng_12mm,75,100,0,0,500,5,Medium,0.0,0.0
0,3,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
1,0,daheng_12mm,75,100,0,0,500,5,Big,1.0,1.0
1,0,daheng_12mm,75,100,0,0,500,5,Medium,0.9666666666666667,0.0
1,0,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
1,1,daheng_12mm,75,100,0,0,500,5,Big,1.0,1.0
1,1,daheng_12mm,75,100,0,0,500,5,Medium,1.0,1.0
1,1,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,5,Big,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,5,Medium,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
1,3,daheng_12mm,75,100,0,0,500,5,Big,0.03333333333333333,0.03333333333333333
1,3,daheng_12mm,75,100,0,0,500,5,Medium,0.0,0.0
1,3,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,5,Big,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,5,Medium,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
2,1,daheng_12mm,75,100,0,0,500,5,Big,1.0,1.0
2,1,daheng_12mm,75,100,0,0,500,5,Medium,1.0,1.0
2,1,daheng_12mm,75,100,0,0,500,5,Small,0.9666666666666667,1.0
2,2,daheng_12mm,75,100,0,0,500,5,Big,0.0,0.0
2,2,daheng_12mm,75,100,0,0,500,5,Medium,0.0,0.0
2,2,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
2,3,daheng_12mm,75,100,0,0,500,5,Big,0.0,0.0
2,3,daheng_12mm,75,100,0,0,500,5,Medium,0.0,0.0
2,3,daheng_12mm,75,100,0,0,500,5,Small,0.0,0.0
0,0,daheng_12mm,75,100,0,0,500,10,Big,0.0,0.0
0,0,daheng_12mm,75,100,0,0,500,10,Medium,0.0,0.0
0,0,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.0
0,1,daheng_12mm,75,100,0,0,500,10,Big,1.0,1.0
0,1,daheng_12mm,75,100,0,0,500,10,Medium,0.0,0.0
0,1,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.0
0,2,daheng_12mm,75,100,0,0,500,10,Big,0.06666666666666667,0.0
0,2,daheng_12mm,75,100,0,0,500,10,Medium,0.0,0.0
0,2,daheng_12mm,75,100,0,0,500,10,Small,0.23333333333333334,0.0
0,3,daheng_12mm,75,100,0,0,500,10,Big,0.0,0.0
0,3,daheng_12mm,75,100,0,0,500,10,Medium,0.23333333333333334,0.0
0,3,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.0
1,0,daheng_12mm,75,100,0,0,500,10,Big,0.0,0.0
1,0,daheng_12mm,75,100,0,0,500,10,Medium,0.0,0.0
1,0,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.0
1,1,daheng_12mm,75,100,0,0,500,10,Big,1.0,1.0
1,1,daheng_12mm,75,100,0,0,500,10,Medium,0.0,0.0
1,1,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,10,Big,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,10,Medium,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,10,Small,0.3333333333333333,0.0
1,3,daheng_12mm,75,100,0,0,500,10,Big,0.0,0.0
1,3,daheng_12mm,75,100,0,0,500,10,Medium,0.06666666666666667,0.0
1,3,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,10,Big,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,10,Medium,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.0
2,1,daheng_12mm,75,100,0,0,500,10,Big,1.0,1.0
2,1,daheng_12mm,75,100,0,0,500,10,Medium,1.0,1.0
2,1,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.03333333333333333
2,2,daheng_12mm,75,100,0,0,500,10,Big,0.13333333333333333,0.0
2,2,daheng_12mm,75,100,0,0,500,10,Medium,0.1,0.0
2,2,daheng_12mm,75,100,0,0,500,10,Small,0.3333333333333333,0.0
2,3,daheng_12mm,75,100,0,0,500,10,Big,0.0,0.0
2,3,daheng_12mm,75,100,0,0,500,10,Medium,0.0,0.0
2,3,daheng_12mm,75,100,0,0,500,10,Small,0.0,0.0
0,0,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
0,0,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
0,0,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
0,1,daheng_12mm,75,100,0,0,500,15,Big,0.5333333333333333,1.0
0,1,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
0,1,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
0,2,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
0,2,daheng_12mm,75,100,0,0,500,15,Medium,0.23333333333333334,0.0
0,2,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
0,3,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
0,3,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
0,3,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
1,0,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
1,0,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
1,0,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
1,1,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
1,1,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
1,1,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
1,2,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
1,3,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
1,3,daheng_12mm,75,100,0,0,500,15,Medium,0.13333333333333333,0.0
1,3,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
2,0,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
2,1,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.13333333333333333
2,1,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
2,1,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
2,2,daheng_12mm,75,100,0,0,500,15,Big,0.0,0.0
2,2,daheng_12mm,75,100,0,0,500,15,Medium,0.0,0.0
2,2,daheng_12mm,75,100,0,0,500,15,Small,0.0,0.0
