Font,Color Combination,Lens,Distance to Screen,Screen Brightness,Horizontal Angle,Vertical Angle,Exposure Time,Size,Lighting,Unprocessed Accuracy,Processed Accuracy
0,0,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
0,0,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
0,0,daheng_6mm,50,100,0,0,100,Small,dark,1.0,0.9666666666666667
0,1,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
0,1,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
0,1,daheng_6mm,50,100,0,0,100,Small,dark,0.03333333333333333,0.16666666666666666
0,2,daheng_6mm,50,100,0,0,100,Big,dark,0.0,1.0
0,2,daheng_6mm,50,100,0,0,100,Medium,dark,0.0,1.0
0,2,daheng_6mm,50,100,0,0,100,Small,dark,0.0,0.7333333333333333
0,3,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
0,3,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
0,3,daheng_6mm,50,100,0,0,100,Small,dark,1.0,1.0
1,0,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
1,0,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
1,0,daheng_6mm,50,100,0,0,100,Small,dark,1.0,0.9666666666666667
1,1,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
1,1,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
1,1,daheng_6mm,50,100,0,0,100,Small,dark,1.0,0.6333333333333333
1,2,daheng_6mm,50,100,0,0,100,Big,dark,0.0,1.0
1,2,daheng_6mm,50,100,0,0,100,Medium,dark,0.0,1.0
1,2,daheng_6mm,50,100,0,0,100,Small,dark,0.0,0.8666666666666667
1,3,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
1,3,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
1,3,daheng_6mm,50,100,0,0,100,Small,dark,1.0,1.0
2,0,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
2,0,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
2,0,daheng_6mm,50,100,0,0,100,Small,dark,1.0,0.9666666666666667
2,1,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
2,1,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
2,1,daheng_6mm,50,100,0,0,100,Small,dark,0.9666666666666667,0.9
2,2,daheng_6mm,50,100,0,0,100,Big,dark,0.0,1.0
2,2,daheng_6mm,50,100,0,0,100,Medium,dark,0.0,1.0
2,2,daheng_6mm,50,100,0,0,100,Small,dark,0.0,1.0
2,3,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
2,3,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
2,3,daheng_6mm,50,100,0,0,100,Small,dark,1.0,1.0
4,0,daheng_6mm,50,100,0,0,100,Big,dark,0.7666666666666667,0.8333333333333334
4,0,daheng_6mm,50,100,0,0,100,Medium,dark,0.5333333333333333,0.8333333333333334
4,0,daheng_6mm,50,100,0,0,100,Small,dark,0.23333333333333334,0.3333333333333333
4,1,daheng_6mm,50,100,0,0,100,Big,dark,0.26666666666666666,0.6
4,1,daheng_6mm,50,100,0,0,100,Medium,dark,0.13333333333333333,0.4666666666666667
4,1,daheng_6mm,50,100,0,0,100,Small,dark,0.0,0.0
4,2,daheng_6mm,50,100,0,0,100,Big,dark,0.0,0.8666666666666667
4,2,daheng_6mm,50,100,0,0,100,Medium,dark,0.0,0.8333333333333334
4,2,daheng_6mm,50,100,0,0,100,Small,dark,0.03333333333333333,0.0
4,3,daheng_6mm,50,100,0,0,100,Big,dark,0.0,0.9666666666666667
4,3,daheng_6mm,50,100,0,0,100,Medium,dark,0.16666666666666666,1.0
4,3,daheng_6mm,50,100,0,0,100,Small,dark,0.6333333333333333,0.43333333333333335
0,0,daheng_6mm,50,100,0,60,100,Big,dark,1.0,0.43333333333333335
0,0,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,0.1
0,0,daheng_6mm,50,100,0,60,100,Small,dark,0.06666666666666667,0.0
0,1,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
0,1,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
0,1,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
0,2,daheng_6mm,50,100,0,60,100,Big,dark,0.0,1.0
0,2,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,0.4666666666666667
0,2,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
0,3,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
0,3,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
0,3,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
1,0,daheng_6mm,50,100,0,60,100,Big,dark,1.0,0.8666666666666667
1,0,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
1,0,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
1,1,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
1,1,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
1,1,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
1,2,daheng_6mm,50,100,0,60,100,Big,dark,0.0,1.0
1,2,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,1.0
1,2,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
1,3,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
1,3,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
1,3,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
2,0,daheng_6mm,50,100,0,60,100,Big,dark,0.4666666666666667,0.13333333333333333
2,0,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,0.3
2,0,daheng_6mm,50,100,0,60,100,Small,dark,0.23333333333333334,0.03333333333333333
2,1,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
2,1,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
2,1,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
2,2,daheng_6mm,50,100,0,60,100,Big,dark,0.0,1.0
2,2,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,1.0
2,2,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
2,3,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
2,3,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
2,3,daheng_6mm,50,100,0,60,100,Small,dark,0.13333333333333333,0.16666666666666666
4,0,daheng_6mm,50,100,0,60,100,Big,dark,0.0,0.9666666666666667
4,0,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,0.16666666666666666
4,0,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
4,1,daheng_6mm,50,100,0,60,100,Big,dark,0.03333333333333333,0.8
4,1,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,0.8666666666666667
4,1,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
4,2,daheng_6mm,50,100,0,60,100,Big,dark,0.0,0.6333333333333333
4,2,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,0.9666666666666667
4,2,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
4,3,daheng_6mm,50,100,0,60,100,Big,dark,0.0,0.4666666666666667
4,3,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,1.0
4,3,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.9
0,0,daheng_6mm,50,100,60,0,100,Big,dark,1.0,1.0
0,0,daheng_6mm,50,100,60,0,100,Medium,dark,1.0,1.0
0,0,daheng_6mm,50,100,60,0,100,Small,dark,0.9666666666666667,0.0
0,1,daheng_6mm,50,100,60,0,100,Big,dark,1.0,1.0
0,1,daheng_6mm,50,100,60,0,100,Medium,dark,1.0,1.0
0,1,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
0,2,daheng_6mm,50,100,60,0,100,Big,dark,0.0,1.0
0,2,daheng_6mm,50,100,60,0,100,Medium,dark,0.0,0.8333333333333334
0,2,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
0,3,daheng_6mm,50,100,60,0,100,Big,dark,1.0,1.0
0,3,daheng_6mm,50,100,60,0,100,Medium,dark,0.8333333333333334,1.0
0,3,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
1,0,daheng_6mm,50,100,60,0,100,Big,dark,1.0,1.0
1,0,daheng_6mm,50,100,60,0,100,Medium,dark,1.0,1.0
1,0,daheng_6mm,50,100,60,0,100,Small,dark,1.0,0.9666666666666667
1,1,daheng_6mm,50,100,60,0,100,Big,dark,1.0,1.0
1,1,daheng_6mm,50,100,60,0,100,Medium,dark,1.0,1.0
1,1,daheng_6mm,50,100,60,0,100,Small,dark,0.26666666666666666,0.0
1,2,daheng_6mm,50,100,60,0,100,Big,dark,0.0,1.0
1,2,daheng_6mm,50,100,60,0,100,Medium,dark,0.0,1.0
1,2,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.4
1,3,daheng_6mm,50,100,60,0,100,Big,dark,1.0,1.0
1,3,daheng_6mm,50,100,60,0,100,Medium,dark,1.0,1.0
1,3,daheng_6mm,50,100,60,0,100,Small,dark,0.6,0.5333333333333333
2,0,daheng_6mm,50,100,60,0,100,Big,dark,1.0,1.0
2,0,daheng_6mm,50,100,60,0,100,Medium,dark,0.9333333333333333,0.7
2,0,daheng_6mm,50,100,60,0,100,Small,dark,1.0,0.03333333333333333
2,1,daheng_6mm,50,100,60,0,100,Big,dark,1.0,1.0
2,1,daheng_6mm,50,100,60,0,100,Medium,dark,1.0,1.0
2,1,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
2,2,daheng_6mm,50,100,60,0,100,Big,dark,0.0,1.0
2,2,daheng_6mm,50,100,60,0,100,Medium,dark,0.0,0.6
2,2,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
2,3,daheng_6mm,50,100,60,0,100,Big,dark,0.8333333333333334,1.0
2,3,daheng_6mm,50,100,60,0,100,Medium,dark,1.0,1.0
2,3,daheng_6mm,50,100,60,0,100,Small,dark,0.9666666666666667,0.8
4,0,daheng_6mm,50,100,60,0,100,Big,dark,0.9666666666666667,1.0
4,0,daheng_6mm,50,100,60,0,100,Medium,dark,0.2,0.26666666666666666
4,0,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
4,1,daheng_6mm,50,100,60,0,100,Big,dark,0.36666666666666664,0.7666666666666667
4,1,daheng_6mm,50,100,60,0,100,Medium,dark,0.23333333333333334,0.5333333333333333
4,1,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
4,2,daheng_6mm,50,100,60,0,100,Big,dark,0.0,1.0
4,2,daheng_6mm,50,100,60,0,100,Medium,dark,0.0,0.23333333333333334
4,2,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
4,3,daheng_6mm,50,100,60,0,100,Big,dark,0.0,1.0
4,3,daheng_6mm,50,100,60,0,100,Medium,dark,0.0,1.0
4,3,daheng_6mm,50,100,60,0,100,Small,dark,0.0,0.0
0,0,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
0,0,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,0.8666666666666667
0,0,daheng_6mm,75,100,0,0,100,Small,dark,0.8333333333333334,0.0
0,1,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
0,1,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
0,1,daheng_6mm,75,100,0,0,100,Small,dark,0.0,0.0
0,2,daheng_6mm,75,100,0,0,100,Big,dark,0.0,1.0
0,2,daheng_6mm,75,100,0,0,100,Medium,dark,0.0,0.5
0,2,daheng_6mm,75,100,0,0,100,Small,dark,0.0,0.0
0,3,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
0,3,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
0,3,daheng_6mm,75,100,0,0,100,Small,dark,0.7333333333333333,0.9333333333333333
1,0,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
1,0,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
1,0,daheng_6mm,75,100,0,0,100,Small,dark,1.0,0.03333333333333333
1,1,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
1,1,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
1,1,daheng_6mm,75,100,0,0,100,Small,dark,0.0,0.0
1,2,daheng_6mm,75,100,0,0,100,Big,dark,0.0,1.0
1,2,daheng_6mm,75,100,0,0,100,Medium,dark,0.0,0.7666666666666667
1,2,daheng_6mm,75,100,0,0,100,Small,dark,0.0,0.0
1,3,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
1,3,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
1,3,daheng_6mm,75,100,0,0,100,Small,dark,0.3333333333333333,0.9666666666666667
2,0,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
2,0,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
2,0,daheng_6mm,75,100,0,0,100,Small,dark,1.0,0.06666666666666667
2,1,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
2,1,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
2,1,daheng_6mm,75,100,0,0,100,Small,dark,0.4,0.0
2,2,daheng_6mm,75,100,0,0,100,Big,dark,0.0,1.0
2,2,daheng_6mm,75,100,0,0,100,Medium,dark,0.0,0.9666666666666667
2,2,daheng_6mm,75,100,0,0,100,Small,dark,0.0,0.03333333333333333
2,3,daheng_6mm,75,100,0,0,100,Big,dark,1.0,1.0
2,3,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
2,3,daheng_6mm,75,100,0,0,100,Small,dark,0.9666666666666667,0.36666666666666664
4,0,daheng_6mm,75,100,0,0,100,Big,dark,0.4,0.9333333333333333
4,0,daheng_6mm,75,100,0,0,100,Medium,dark,0.06666666666666667,0.5333333333333333
4,0,daheng_6mm,75,100,0,0,100,Small,dark,0.1,0.03333333333333333
4,1,daheng_6mm,75,100,0,0,100,Big,dark,0.7666666666666667,1.0
4,1,daheng_6mm,75,100,0,0,100,Medium,dark,0.23333333333333334,0.6333333333333333
4,1,daheng_6mm,75,100,0,0,100,Small,dark,0.0,0.03333333333333333
4,2,daheng_6mm,75,100,0,0,100,Big,dark,0.0,1.0
4,2,daheng_6mm,75,100,0,0,100,Medium,dark,0.16666666666666666,0.16666666666666666
4,2,daheng_6mm,75,100,0,0,100,Small,dark,0.0,0.0
4,3,daheng_6mm,75,100,0,0,100,Big,dark,0.8,0.9
4,3,daheng_6mm,75,100,0,0,100,Medium,dark,1.0,1.0
4,3,daheng_6mm,75,100,0,0,100,Small,dark,0.0,0.0
0,0,daheng_6mm,75,100,0,60,100,Big,dark,1.0,0.4
0,0,daheng_6mm,75,100,0,60,100,Medium,dark,0.1,0.0
0,0,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
0,1,daheng_6mm,75,100,0,60,100,Big,dark,1.0,1.0
0,1,daheng_6mm,75,100,0,60,100,Medium,dark,0.13333333333333333,0.9666666666666667
0,1,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
0,2,daheng_6mm,75,100,0,60,100,Big,dark,0.0,0.0
0,2,daheng_6mm,75,100,0,60,100,Medium,dark,0.0,0.0
0,2,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
0,3,daheng_6mm,75,100,0,60,100,Big,dark,1.0,1.0
0,3,daheng_6mm,75,100,0,60,100,Medium,dark,0.0,0.13333333333333333
0,3,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
1,0,daheng_6mm,75,100,0,60,100,Big,dark,1.0,1.0
1,0,daheng_6mm,75,100,0,60,100,Medium,dark,1.0,0.1
1,0,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
1,1,daheng_6mm,75,100,0,60,100,Big,dark,1.0,1.0
1,1,daheng_6mm,75,100,0,60,100,Medium,dark,0.9,0.0
1,1,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
1,2,daheng_6mm,75,100,0,60,100,Big,dark,0.0,0.6
1,2,daheng_6mm,75,100,0,60,100,Medium,dark,0.0,0.0
1,2,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
1,3,daheng_6mm,75,100,0,60,100,Big,dark,1.0,1.0
1,3,daheng_6mm,75,100,0,60,100,Medium,dark,0.23333333333333334,0.43333333333333335
1,3,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
2,0,daheng_6mm,75,100,0,60,100,Big,dark,0.9666666666666667,0.2
2,0,daheng_6mm,75,100,0,60,100,Medium,dark,1.0,0.36666666666666664
2,0,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
2,1,daheng_6mm,75,100,0,60,100,Big,dark,1.0,1.0
2,1,daheng_6mm,75,100,0,60,100,Medium,dark,0.9666666666666667,0.36666666666666664
2,1,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
2,2,daheng_6mm,75,100,0,60,100,Big,dark,0.0,0.5333333333333333
2,2,daheng_6mm,75,100,0,60,100,Medium,dark,0.0,0.0
2,2,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
2,3,daheng_6mm,75,100,0,60,100,Big,dark,1.0,1.0
2,3,daheng_6mm,75,100,0,60,100,Medium,dark,1.0,1.0
2,3,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
4,0,daheng_6mm,75,100,0,60,100,Big,dark,0.03333333333333333,0.8
4,0,daheng_6mm,75,100,0,60,100,Medium,dark,0.06666666666666667,0.8
4,0,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
4,1,daheng_6mm,75,100,0,60,100,Big,dark,0.13333333333333333,0.8333333333333334
4,1,daheng_6mm,75,100,0,60,100,Medium,dark,0.03333333333333333,0.03333333333333333
4,1,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
4,2,daheng_6mm,75,100,0,60,100,Big,dark,0.0,0.7666666666666667
4,2,daheng_6mm,75,100,0,60,100,Medium,dark,0.0,0.0
4,2,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
4,3,daheng_6mm,75,100,0,60,100,Big,dark,0.0,0.43333333333333335
4,3,daheng_6mm,75,100,0,60,100,Medium,dark,0.0,0.03333333333333333
4,3,daheng_6mm,75,100,0,60,100,Small,dark,0.0,0.0
0,0,daheng_6mm,75,100,60,0,100,Big,dark,1.0,0.5666666666666667
0,0,daheng_6mm,75,100,60,0,100,Medium,dark,0.13333333333333333,0.06666666666666667
0,0,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
0,1,daheng_6mm,75,100,60,0,100,Big,dark,1.0,1.0
0,1,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.0
0,1,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
0,2,daheng_6mm,75,100,60,0,100,Big,dark,0.0,0.0
0,2,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.0
0,2,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
0,3,daheng_6mm,75,100,60,0,100,Big,dark,1.0,1.0
0,3,daheng_6mm,75,100,60,0,100,Medium,dark,0.13333333333333333,0.7666666666666667
0,3,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
1,0,daheng_6mm,75,100,60,0,100,Big,dark,1.0,1.0
1,0,daheng_6mm,75,100,60,0,100,Medium,dark,1.0,0.5333333333333333
1,0,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
1,1,daheng_6mm,75,100,60,0,100,Big,dark,1.0,1.0
1,1,daheng_6mm,75,100,60,0,100,Medium,dark,1.0,1.0
1,1,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
1,2,daheng_6mm,75,100,60,0,100,Big,dark,0.0,0.0
1,2,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.0
1,2,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
1,3,daheng_6mm,75,100,60,0,100,Big,dark,1.0,1.0
1,3,daheng_6mm,75,100,60,0,100,Medium,dark,1.0,1.0
1,3,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
2,0,daheng_6mm,75,100,60,0,100,Big,dark,1.0,0.5
2,0,daheng_6mm,75,100,60,0,100,Medium,dark,0.1,0.03333333333333333
2,0,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
2,1,daheng_6mm,75,100,60,0,100,Big,dark,1.0,1.0
2,1,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.0
2,1,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
2,2,daheng_6mm,75,100,60,0,100,Big,dark,0.0,0.0
2,2,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.0
2,2,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
2,3,daheng_6mm,75,100,60,0,100,Big,dark,0.36666666666666664,0.8
2,3,daheng_6mm,75,100,60,0,100,Medium,dark,0.9666666666666667,0.43333333333333335
2,3,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
4,0,daheng_6mm,75,100,60,0,100,Big,dark,0.0,0.8
4,0,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.0
4,0,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
4,1,daheng_6mm,75,100,60,0,100,Big,dark,0.0,1.0
4,1,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.13333333333333333
4,1,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
4,2,daheng_6mm,75,100,60,0,100,Big,dark,0.0,0.43333333333333335
4,2,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.0
4,2,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
4,3,daheng_6mm,75,100,60,0,100,Big,dark,0.13333333333333333,0.5
4,3,daheng_6mm,75,100,60,0,100,Medium,dark,0.0,0.03333333333333333
4,3,daheng_6mm,75,100,60,0,100,Small,dark,0.0,0.0
